age,annual_income,customer_satisfaction,purchase_frequency,customer_loyalty
31,82257,6,24,2
21,41121,1,25,8
30,118826,5,3,8
47,44849,1,9,4
43,103508,7,11,4
21,75827,4,13,10
41,49115,5,8,6
32,56928,4,23,8
50,70496,7,15,5
61,59865,5,19,6
63,45720,1,18,9
21,91114,2,21,4
35,87152,9,6,4
58,63447,9,30,4
55,34198,8,19,9
60,83138,8,30,2
21,48568,2,6,5
49,37010,2,4,6
40,85826,9,26,2
25,81420,6,20,7
61,92377,10,29,4
34,83926,2,11,9
40,66488,8,26,6
42,110601,5,30,3
43,101438,6,1,7
26,92658,1,26,7
52,69089,5,9,8
53,47006,4,14,2
42,36719,7,11,1
53,84015,5,19,5
18,113672,1,22,5
40,111655,7,11,6
24,93692,7,1,8
48,51438,6,13,8
49,69722,5,26,1
33,73618,3,8,8
39,67576,1,23,9
39,43612,3,5,4
38,29256,2,16,10
33,94988,1,10,1
34,116504,9,12,2
42,116270,6,13,2
35,88165,7,8,6
30,41708,1,19,8
41,35925,4,24,10
31,45899,7,29,5
22,78167,5,30,6
53,22765,10,24,10
40,26874,1,17,2
60,109116,7,7,3
36,46037,3,30,4
29,117221,5,5,1
42,37868,5,3,1
62,35627,5,5,5
27,76832,10,27,7
32,25336,1,7,3
47,18639,7,30,4
28,81125,6,28,2
21,87173,10,9,9
40,70860,9,29,3
32,18534,4,28,1
36,77148,7,2,9
19,80462,5,30,5
25,20430,4,1,9
25,85690,4,9,9
57,72706,5,17,2
47,68386,3,21,4
23,48097,9,1,4
23,44774,3,19,1
32,88911,9,4,1
27,66905,4,23,3
40,87769,10,10,2
45,72520,5,11,2
62,83531,2,1,10
30,31331,4,24,1
28,88819,10,19,1
53,94953,9,5,9
41,104188,1,13,4
30,102124,7,10,7
22,80335,7,2,5
19,84006,5,21,4
22,86191,1,25,1
58,89357,3,4,9
45,82044,8,13,5
35,54882,4,3,4
37,91258,6,5,6
38,33739,5,20,6
38,113321,3,1,3
64,60028,2,11,1
52,103510,3,24,8
48,57777,4,28,9
54,22956,2,7,4
46,25542,10,8,7
33,21302,2,30,1
61,65792,10,5,6
56,116532,8,10,9
50,60066,1,19,6
42,115091,5,29,3
42,98092,9,3,3
53,40308,6,24,10
46,85175,4,13,8
34,108554,10,11,9
39,99324,8,1,3
44,48717,5,13,10
18,15918,10,29,3
48,39311,7,26,2
24,102537,1,13,10
39,58885,8,29,9
43,22023,8,5,7
35,16477,5,1,6
30,58165,10,15,1
34,89384,7,4,6
38,67497,8,10,2
38,21930,4,30,10
65,42229,8,23,3
39,71134,4,13,1
25,83308,5,29,3
35,42745,1,8,8
33,52667,3,12,8
49,111155,4,20,4
54,35128,4,26,4
27,25029,1,10,6
51,113660,6,11,8
55,84563,10,28,3
61,80528,8,12,10
53,85671,8,21,7
58,115294,1,22,10
39,33730,9,26,1
36,37024,3,29,2
40,100925,9,10,6
45,32924,5,1,8
45,20581,3,12,5
57,47508,4,14,2
55,23975,7,20,6
44,29311,6,3,10
46,15945,9,7,4
62,59141,7,10,4
43,17963,4,2,8
64,16622,2,13,8
56,68993,6,7,9
61,38820,1,26,2
54,72141,5,1,10
38,74213,5,13,4
27,89338,1,12,9
24,68834,7,16,10
22,50026,4,7,6
19,36193,9,11,7
19,88760,7,2,3
26,44924,2,27,4
31,91265,9,7,9
28,100747,7,9,6
23,70978,9,28,8
43,53177,10,29,8
60,47185,8,17,5
45,103593,2,23,1
51,91440,1,6,7
20,85618,7,27,10
53,21567,10,19,10
49,35251,9,7,1
48,74968,5,19,7
65,81430,5,10,7
43,98214,10,3,3
40,106377,2,7,6
55,68321,2,12,4
57,46915,2,25,10
38,88181,6,4,6
31,42816,9,21,4
23,61669,1,3,1
47,38071,6,6,4
21,66241,5,18,4
61,38423,5,23,10
22,106527,6,25,8
54,101649,8,5,10
58,22541,6,24,2
35,34898,8,22,6
61,61192,8,4,2
22,90031,6,13,8
31,68084,3,2,6
55,30301,5,18,6
53,19733,8,27,1
19,16660,3,3,9
31,72046,9,27,4
19,19717,9,21,5
58,59802,5,7,5
49,28997,9,1,3
49,35138,5,6,2
50,75260,6,16,1
35,34333,5,18,1
58,66694,7,4,2
29,73275,7,17,1
65,73159,9,19,6
60,29838,6,27,2
50,52419,3,28,9
24,69364,8,15,5
54,85445,7,30,2
31,23171,1,17,2
35,75812,2,24,7
47,81689,1,2,3
19,56016,4,13,3
25,118535,9,13,2
51,56948,5,8,6
52,29856,1,19,1
34,116597,9,9,6
28,63688,8,2,8
35,61137,5,30,9
63,94546,7,17,3
54,40390,10,30,8
65,19171,2,2,5
36,100719,6,14,7
18,45229,4,26,2
39,75816,1,22,1
41,104598,9,13,4
30,15783,8,19,2
52,57259,2,4,3
26,16752,5,17,5
55,29624,10,29,2
58,74136,3,21,1
27,69422,1,6,5
52,51906,8,10,5
45,81400,5,5,2
34,49117,6,8,5
41,95753,6,24,7
53,104879,2,30,4
32,26243,7,9,2
49,71985,4,22,7
58,61765,7,20,5
34,37110,9,15,2
28,53880,9,9,5
28,22318,9,14,1
26,17898,9,11,2
64,65327,10,22,6
52,94464,9,10,3
39,98628,1,30,8
38,67072,3,2,1
52,59099,2,17,1
63,81000,5,11,9
59,118615,4,20,4
42,68085,7,2,6
24,16302,1,18,5
30,32981,10,29,3
19,16135,5,26,2
63,45666,9,19,8
26,84414,5,11,6
38,86339,2,24,8
22,61621,8,15,2
34,110863,2,30,9
24,80085,3,24,6
51,51576,7,30,6
32,83858,2,9,5
51,87465,7,4,10
51,36016,6,20,9
41,27535,3,29,8
62,90023,8,25,4
34,32669,10,6,3
53,112605,5,28,5
42,76509,5,18,3
50,46385,1,28,6
51,111709,2,4,10
48,105413,4,15,9
39,31255,7,11,6
29,67838,7,21,9
30,28467,9,17,4
34,112757,6,18,9
54,25137,2,10,3
64,113301,5,21,9
41,70033,8,28,7
24,80494,3,25,9
36,28417,6,9,10
33,79884,3,29,6
29,105452,3,10,1
60,62412,3,4,2
34,119232,3,16,5
54,113813,9,19,8
34,46132,2,21,4
33,77104,9,6,4
23,104653,2,26,10
49,59676,5,28,3
48,29704,3,20,6
53,110852,3,25,5
29,31020,1,15,7
32,114521,7,20,10
22,31173,4,13,4
42,33321,10,27,8
51,56706,9,15,7
65,67381,8,17,8
36,82294,9,2,7
38,15383,4,12,4
46,18049,5,16,10
59,17361,2,12,9
32,78855,5,7,1
43,26257,1,30,8
31,68410,10,2,5
30,21711,1,25,8
59,51437,1,10,3
27,49558,10,3,3
31,38291,9,4,10
26,62579,7,14,10
31,61149,6,2,9
34,26068,8,13,9
18,95653,4,21,3
46,39543,9,10,8
61,21314,7,25,2
65,40095,7,8,6
62,55262,6,12,9
59,72828,6,8,2
18,36954,6,19,10
56,71732,6,13,10
53,78199,6,22,8
52,78639,5,25,1
32,59682,8,14,5
31,36212,2,14,4
43,49691,3,26,7
28,73739,8,4,1
41,117008,10,9,10
32,93143,7,25,6
29,55812,9,9,10
31,64594,7,8,2
58,87213,4,7,7
62,86549,2,17,6
57,88096,4,25,8
30,113973,6,28,3
34,72222,10,4,5
41,88834,7,30,8
33,93357,1,4,7
34,119546,3,19,2
18,88145,10,7,8
29,35653,7,2,1
35,97819,8,11,1
22,46463,5,4,4
53,94704,8,5,7
34,64850,7,26,2
36,47077,8,20,6
42,108447,4,6,3
51,73978,10,30,1
23,74993,1,21,8
49,109309,1,29,1
62,73111,2,26,8
41,45437,4,28,10
20,100836,5,24,1
36,100411,7,8,5
44,103398,6,20,10
58,18182,6,8,6
22,58991,1,15,5
53,24551,7,8,1
47,96705,3,4,7
20,47806,2,19,10
40,41366,6,11,2
46,104651,7,16,6
36,92007,5,23,3
28,67789,8,22,5
26,47778,1,4,7
31,62453,3,2,10
18,28160,10,15,7
53,51411,3,25,8
65,35960,3,10,1
37,35520,6,5,8
54,47271,5,6,3
46,104988,6,16,1
37,110323,3,25,5
47,101168,3,22,5
26,20464,7,14,5
31,58796,1,29,1
45,23773,10,20,7
60,111605,2,1,10
62,91934,1,15,7
45,15373,10,15,9
31,26745,8,30,4
19,95560,3,21,9
51,36017,3,17,2
44,102007,3,11,8
23,74546,1,1,8
27,113586,4,14,5
22,46800,4,21,5
64,100200,7,14,4
61,39430,3,22,10
25,66998,4,16,9
34,51554,4,20,6
62,85728,4,2,8
55,92485,8,30,4
63,46615,8,26,4
63,96210,4,30,10
22,94632,2,6,1
63,21158,8,27,8
64,111276,7,24,4
42,89540,2,30,3
48,84885,7,29,8
47,44462,5,16,7
33,79320,8,16,3
60,103203,8,16,3
54,119417,1,6,3
57,77462,4,24,5
18,104018,4,26,2
65,119176,2,8,8
44,75571,8,8,3
56,114997,2,20,7
18,109036,10,26,6
48,81317,2,3,6
24,50070,1,8,10
26,77394,2,30,6
30,61846,1,6,10
20,116572,1,22,10
48,82129,6,20,3
19,55928,8,21,10
53,45497,9,30,5
39,90329,9,30,2
37,85644,8,2,8
45,109543,10,10,2
23,85926,3,14,4
40,35054,1,16,10
21,52973,6,22,3
48,72139,8,15,1
63,15611,6,7,8
34,37317,3,27,10
25,74864,3,19,6
63,79234,6,7,9
32,76221,10,20,10
37,110935,9,7,9
59,48995,1,20,1
39,92184,7,25,2
36,74797,1,1,6
56,71699,3,3,6
61,19943,1,20,6
27,58095,9,27,8
24,71468,4,16,1
20,95806,2,1,8
22,66550,1,12,2
24,41105,9,5,5
42,112261,4,22,3
36,102682,5,20,6
23,90423,10,5,2
64,60120,10,12,7
47,74068,6,22,1
27,112478,1,10,8
62,35035,8,21,7
25,86577,1,1,7
34,113846,8,16,8
31,69022,10,27,5
48,84885,10,22,2
61,106911,5,20,2
22,113213,5,10,8
23,45725,4,26,5
51,20392,6,26,10
31,37679,7,22,8
61,35560,4,13,9
26,95488,1,26,9
53,58262,2,19,3
26,25095,6,22,4
39,30975,6,21,7
36,95183,5,21,9
39,19406,5,25,1
62,67460,4,17,4
65,103837,2,30,2
25,17326,8,27,7
20,80096,9,6,9
38,59147,4,13,2
32,16768,3,28,3
60,43407,6,6,2
36,96806,4,8,1
54,52702,6,11,7
40,114932,6,10,10
20,16286,2,9,5
46,37521,2,5,4
19,51701,7,6,9
22,99242,4,27,9
55,96500,6,18,10
32,16883,6,1,10
61,114418,9,6,10
51,114611,6,12,4
54,115154,1,23,10
39,23837,7,1,1
28,66811,5,9,6
60,48844,4,17,3
27,80310,7,12,6
21,33180,4,17,3
42,55800,3,26,3
32,90734,4,5,3
36,59553,5,10,3
26,64065,10,21,3
33,97229,9,19,3
32,87946,7,17,7
29,22540,4,1,8
56,74421,7,21,5
63,67079,3,9,8
37,60544,2,21,3
58,51298,1,22,2
30,66622,9,28,3
36,29022,2,29,7
42,61003,2,9,6
46,109161,10,30,4
24,33990,8,13,1
42,36462,8,18,9
51,110826,5,24,5
41,52767,5,10,3
58,103345,8,20,8
43,36956,2,12,4
54,70248,9,6,9
43,87821,8,22,3
37,100626,7,3,5
35,53380,2,9,4
64,92456,3,24,9
30,40722,4,4,4
18,89825,8,4,8
49,62718,3,9,6
53,88219,8,19,10
42,33796,1,20,9
46,38219,8,9,9
54,96476,4,14,6
22,102347,3,14,6
53,117530,8,21,5
63,51872,10,24,4
26,92169,7,27,9
42,74468,9,22,3
54,34327,2,27,9
37,22666,6,16,1
46,34222,6,3,3
51,73323,8,28,5
62,82710,8,16,9
60,17284,7,11,2
27,105459,2,3,4
22,106552,8,17,7
44,80454,7,21,1
28,61427,8,6,6
21,59060,2,20,7
64,56152,3,27,5
42,78942,10,15,4
32,75455,2,14,1
31,95383,2,10,3
48,21085,9,4,9
50,72035,6,18,5
35,91382,3,30,9
36,89805,2,28,4
21,54171,3,25,8
44,118038,1,19,9
26,19025,5,29,7
30,108253,8,3,8
52,97160,3,15,9
18,93737,3,26,3
27,26504,8,15,1
30,104002,1,17,4
53,114397,5,4,1
55,38686,6,18,4
28,84153,4,2,7
60,59942,9,19,1
29,58292,6,8,10
31,42735,6,16,7
52,37975,4,18,2
25,118359,8,6,8
49,85429,8,7,9
35,21888,2,8,10
43,111746,3,7,9
18,77240,10,4,6
47,84567,10,6,9
54,84816,6,26,2
59,116208,2,22,4
39,114298,7,5,10
46,115142,7,3,10
43,82263,1,26,4
50,52615,3,17,9
30,75895,7,22,9
60,28476,7,21,9
63,88250,9,8,9
62,63913,8,29,1
20,80935,5,29,8
53,64483,3,15,4
46,109632,6,18,6
52,105591,9,30,7
48,96620,3,18,7
64,76393,9,13,6
34,26418,4,6,9
35,66651,7,18,5
24,72042,10,3,3
46,90297,3,1,4
36,80543,7,3,1
65,101160,10,19,2
34,36541,6,13,8
21,74452,6,18,4
24,80291,1,24,7
49,85355,5,17,8
27,52905,7,26,8
30,18704,2,10,8
36,89467,2,9,8
54,62513,3,7,1
53,113974,1,26,6
65,20414,10,22,8
64,103013,6,25,1
37,104884,9,13,9
58,83493,8,16,8
31,38027,6,27,4
49,92984,4,30,10
59,28607,4,25,7
26,55008,8,28,10
59,94317,1,17,1
62,72666,7,5,9
31,20956,2,3,9
51,33847,4,20,6
65,70424,1,22,1
46,21186,7,15,8
29,62577,5,22,5
58,60764,9,2,9
28,45126,8,21,7
65,43191,4,7,3
39,24440,3,28,3
22,27927,8,27,6
56,100660,8,15,6
25,24816,10,27,5
62,43103,8,24,6
47,93319,4,27,2
26,37626,9,16,3
54,32398,10,16,6
39,43984,3,23,8
47,89791,7,7,2
46,58472,6,28,2
63,72266,7,9,10
63,97372,6,19,9
21,112535,7,10,4
19,74666,4,15,8
48,107384,5,16,1
27,35238,3,9,8
25,80385,6,21,7
29,65886,4,22,10
44,32961,10,12,8
58,42893,6,8,7
40,29315,2,10,10
37,21885,4,4,8
45,15615,5,8,3
45,119980,3,3,2
19,39477,4,17,4
24,63542,8,1,9
41,65865,2,10,1
47,101351,7,29,7
22,93710,3,21,5
49,57836,6,10,6
21,95769,10,20,9
58,70516,1,29,3
46,110091,5,4,7
35,69047,7,1,6
61,101206,6,27,6
32,96054,3,24,10
48,79907,8,15,7
32,24516,6,10,3
63,54049,10,24,6
22,77669,7,14,6
60,30867,5,26,5
45,64077,10,11,9
20,40422,3,17,5
36,78133,6,7,10
41,42793,3,27,8
62,80563,6,18,4
57,62460,4,23,10
58,60979,1,6,10
23,85924,2,25,8
30,91938,6,18,5
56,76397,6,28,2
43,97218,3,12,8
36,114554,9,7,2
18,31964,8,14,10
46,59805,5,5,5
61,81532,8,16,4
20,22657,4,3,9
64,99894,7,11,3
34,40270,2,22,1
54,62902,9,13,8
40,80132,6,9,7
51,80042,7,12,6
47,53936,8,8,5
46,104570,4,11,4
23,109497,7,14,4
23,67278,8,9,4
60,34867,8,6,7
42,95414,1,18,4
41,86250,6,26,4
42,52206,10,16,7
21,15480,4,22,2
27,43286,7,27,9
45,83820,5,5,6
51,86082,1,3,2
35,118484,5,12,7
54,63128,4,9,2
60,79732,1,6,4
52,47567,4,16,5
35,94235,3,13,1
41,68198,4,24,7
65,111896,2,12,4
42,66648,4,5,5
22,110291,1,9,6
39,44207,3,11,1
30,36738,8,30,1
51,90771,8,24,7
47,15910,2,6,10
38,98821,4,20,9
26,61640,4,22,9
54,66392,3,17,2
28,69702,1,1,10
65,53020,8,30,2
42,88476,7,6,7
32,77750,4,10,7
21,77831,5,23,6
60,106100,3,20,5
25,22425,6,29,5
24,95546,6,25,8
53,88387,9,1,4
56,35691,3,11,1
50,36114,6,28,1
44,42063,6,24,6
39,71798,1,14,6
47,106165,2,1,3
55,82303,5,14,4
23,43925,2,1,3
46,57566,10,18,5
62,75597,6,5,7
31,67584,6,27,8
42,79778,4,26,4
42,107328,2,19,7
26,98120,10,28,7
59,46948,10,21,4
41,80011,9,2,6
59,116416,6,23,3
61,74913,3,2,3
57,90087,5,3,4
22,103200,9,8,6
57,119977,2,20,7
46,53055,7,21,9
58,96135,8,28,6
29,79744,2,13,9
55,113606,3,8,10
32,78548,1,26,8
59,83127,3,3,2
37,91549,5,1,7
59,78260,2,15,6
34,55183,8,11,1
59,97307,5,26,5
45,111473,9,13,2
18,29109,5,1,5
51,102864,6,10,9
25,32871,4,10,9
26,24758,2,29,7
31,43147,2,19,3
25,64357,6,21,10
27,89854,7,24,6
36,96169,10,24,4
24,23637,7,14,5
30,64936,4,10,7
50,32110,6,17,7
39,32173,4,22,9
55,116920,5,26,4
18,112439,9,19,4
23,40240,9,3,5
59,20405,3,20,7
56,65013,4,7,3
44,59195,8,16,4
53,92012,2,28,8
27,80280,10,5,1
58,85238,3,2,9
22,70304,9,3,1
51,66748,6,18,1
49,34121,3,14,7
51,93095,9,4,2
27,95425,3,2,4
62,107297,5,13,5
31,63305,7,25,5
62,32696,8,6,6
45,63436,10,13,3
60,81264,4,18,2
19,98908,5,12,6
27,37631,10,29,1
46,59754,2,1,5
58,21553,9,10,10
21,44220,1,7,4
55,47873,9,5,1
54,40864,9,26,1
60,69614,2,16,10
23,44481,6,5,7
23,30500,6,29,8
26,38102,8,3,9
43,112223,9,29,10
57,100798,10,24,4
56,46489,5,4,8
64,49537,9,18,10
25,24037,5,20,10
36,60012,5,16,3
32,113984,5,9,6
31,70324,4,2,6
62,93868,5,24,10
62,49012,3,19,9
36,69441,1,30,6
53,109877,8,23,2
24,97546,8,6,8
36,47968,4,10,4
18,113422,10,29,5
31,110395,10,5,6
18,114378,2,7,6
60,113201,6,28,6
38,25976,6,13,7
64,60128,2,25,9
25,18819,6,11,2
36,22990,7,17,1
60,119619,1,18,2
37,94900,1,24,9
54,42025,8,28,7
57,52495,1,1,5
28,32457,5,29,9
62,57317,5,12,5
57,54409,4,13,3
51,19474,9,30,7
64,88957,1,22,10
61,102038,6,29,3
56,24891,5,8,2
56,83287,1,7,7
29,57538,5,9,10
28,97904,10,15,5
35,57719,3,10,6
57,25993,6,25,7
59,34506,7,19,4
56,17861,2,7,5
44,64931,6,2,6
63,46540,1,24,8
61,50673,2,6,6
22,63050,8,9,3
49,41032,5,5,6
48,69022,3,9,6
27,21583,6,30,5
59,50784,10,25,2
27,109430,5,13,6
54,83389,3,7,10
46,56850,4,16,4
43,106348,1,20,8
27,105516,8,15,7
52,17019,3,7,7
52,112882,6,1,5
63,97012,7,7,6
28,26964,1,10,4
55,48828,2,25,2
24,72621,10,23,6
50,57800,3,26,9
57,21989,3,19,3
64,43481,9,28,6
30,36637,7,28,3
25,37419,1,1,2
42,93514,10,11,6
56,37276,6,18,6
56,24007,1,3,6
60,99221,2,4,8
24,41509,8,29,10
65,40511,7,25,3
19,36100,1,27,6
62,29220,2,26,6
62,18441,3,27,7
20,15967,6,21,10
49,79189,1,18,1
63,40689,10,14,10
45,54922,6,13,8
30,56811,3,29,7
45,41301,10,24,7
25,76017,7,6,3
47,110782,1,20,9
55,34323,3,25,10
33,109970,10,5,2
39,76923,1,18,5
59,69542,1,9,2
29,38956,9,6,2
52,63006,2,6,6
24,103756,2,11,6
42,104998,3,29,2
28,97215,3,14,1
48,101799,5,27,9
35,21784,6,15,7
20,95789,2,9,7
45,44132,6,29,6
34,19552,5,12,6
20,22750,10,7,10
21,30448,1,2,8
48,116766,7,16,10
55,64094,3,7,3
20,50665,4,8,6
52,104094,10,2,2
27,52405,7,13,2
62,83858,8,27,4
30,21907,6,5,10
35,31437,7,11,7
40,61358,6,28,5
22,17035,10,23,10
46,41421,9,19,8
53,116850,7,12,4
23,104640,4,5,6
47,20071,3,14,4
33,34273,8,5,7
22,68892,9,23,7
18,16530,1,1,9
58,114492,9,10,1
37,18589,8,29,2
40,77680,3,25,7
50,95618,8,28,3
53,85653,6,24,3
59,80398,10,9,1
34,23701,9,30,10
19,103222,7,2,8
57,59668,1,4,8
29,53667,8,21,10
48,59352,3,15,2
37,117914,6,23,8
43,29227,5,27,4
46,75184,10,1,3
44,60826,3,6,9
49,39435,10,29,7
52,44000,4,21,3
42,29065,6,8,5
36,53569,9,6,9
42,20327,5,29,8
22,99106,7,23,8
42,35905,3,24,1
33,52523,3,2,8
40,36020,5,1,4
58,44094,1,23,6
48,57780,1,12,10
26,68272,10,26,8
63,105448,8,26,4
30,109010,5,23,4
35,69386,9,26,4
51,41325,6,25,1
43,27444,10,14,2
24,35387,1,7,2
35,96618,7,21,4
64,60553,5,21,3
41,74693,10,22,1
31,81296,8,14,6
59,85436,9,9,9
43,55097,10,15,5
60,57935,4,4,9
21,110511,8,28,6
24,97682,4,22,6
40,67710,4,1,6
54,46324,8,1,4
19,97155,9,1,9
54,71205,9,30,2
45,61504,7,24,2
28,58320,8,15,7
46,17822,6,5,3
36,101423,3,15,7
58,33733,1,15,2
42,87216,7,17,3
55,53719,3,15,4
32,101948,7,19,10
34,42546,6,19,9
40,48008,5,27,3
25,30876,3,30,3
37,110947,5,9,4
55,44693,6,29,7
57,95732,8,13,2
53,46390,10,27,2
26,17517,4,6,6
64,93646,3,24,9
45,23075,8,10,5
26,73389,5,26,7
39,104276,7,5,3
58,59655,5,1,8
44,48615,5,27,6
53,42454,4,6,6
60,67706,9,10,9
20,88346,2,12,1
36,87619,1,28,5
52,117282,9,22,3
64,114378,7,25,6
64,88680,1,14,9
39,32414,2,8,2
49,28118,1,26,3
59,82380,4,12,3
46,41005,6,12,2
64,45596,1,11,5
40,118068,2,17,1
25,107292,10,30,10
57,15785,6,3,2
26,89599,6,6,7
28,37710,6,29,5
41,80596,3,28,4
42,53397,6,5,6
22,46875,8,4,9
47,41069,7,22,10
35,33538,9,27,10
65,35920,6,2,5
25,80968,10,27,8
30,104677,1,30,8
54,24658,7,3,8
24,65624,3,18,8
62,40639,3,19,6
46,74528,2,9,6
28,53995,9,30,6
41,42432,7,2,4
63,21004,1,27,7
40,104478,2,11,2
29,26865,4,6,1
58,36003,4,22,2
28,72564,5,23,8
48,50187,4,23,9
56,73458,9,16,3
63,79944,6,14,2
58,79834,8,8,1
18,80849,1,18,1
54,119008,5,19,7
44,108707,1,26,9
20,106271,2,4,1
29,85299,10,5,4
44,77891,2,10,5
49,51938,10,3,5
40,99780,1,24,9
30,53249,3,28,1
18,73569,4,13,2
57,38700,5,10,10
50,84382,8,2,2
29,27509,6,5,6
55,27759,3,15,4
22,51753,4,27,6
53,106855,7,11,10
37,40231,1,1,7
41,99107,5,5,4
63,57287,9,18,2
42,82832,6,14,10
50,76441,6,18,7
42,115784,1,13,6
44,21679,3,8,10
40,100557,1,23,10
62,22143,6,4,7
63,54175,4,5,7
39,27179,9,9,9
44,86371,9,16,4
60,36046,2,26,1
42,66589,10,29,7
18,107383,4,1,8
34,66089,5,8,4
41,110283,2,14,9
54,79492,2,27,3
39,72967,2,30,4
58,99435,2,26,8
46,25411,6,7,10
65,43590,8,10,8
41,118798,4,10,1
28,66141,1,30,3
49,98312,3,30,5
55,55576,3,7,4
19,86924,9,16,10
33,45904,9,3,1
60,90015,3,17,1
59,93515,2,8,9
38,103608,4,8,10
56,56390,1,10,10
41,25364,5,28,9
25,103487,7,29,8
52,92390,10,27,6
45,51590,8,24,9
50,83585,10,23,4
42,21372,4,29,8
19,119862,8,16,8
54,24878,7,9,7
35,45493,8,24,1
64,53762,7,17,9
46,53318,2,17,7
48,26235,4,20,2
52,26512,2,1,7
65,59119,2,3,2
41,94110,3,30,4
43,80755,5,23,10
37,38733,4,26,8
19,103244,5,4,6
20,86904,1,29,7
55,99279,3,14,10
19,19960,3,2,5
28,98652,3,14,2
58,71946,9,24,6
53,119066,7,23,1
53,28891,9,16,7
29,95932,8,25,2
50,70371,7,22,10
54,101820,1,27,2
57,68531,7,19,10
20,112304,10,23,10
22,38013,4,11,7
35,35467,8,20,6
46,88018,8,22,1
18,117432,4,16,1
53,38061,5,18,3
55,51748,2,5,2
30,92771,5,1,6
19,54611,7,20,7
38,43903,5,7,3
46,102527,4,1,3
59,60924,3,21,2
18,110731,4,26,5
65,108805,1,1,2
22,32916,3,19,3
51,90242,4,3,2
40,75193,8,19,2
56,68561,8,16,6
45,94971,8,3,4
57,108392,9,23,3
33,17387,5,22,5
51,65236,3,20,2
51,72159,6,27,4
31,15325,5,12,1
19,91045,7,17,6
63,60882,8,30,7
20,73926,3,14,4
50,33974,6,23,4
32,82816,6,9,8
46,25389,10,4,3
58,93531,7,3,10
48,26736,8,22,9
35,42331,4,26,2
52,57968,3,11,7
44,41369,5,23,8
54,46711,5,3,8
52,98800,2,25,8
59,86680,4,13,6
24,86351,7,5,2
63,18494,9,24,6
51,34295,4,13,2
25,112197,4,4,1
37,30297,10,11,8
43,104284,6,14,1
65,106643,9,29,10
46,38960,8,19,3
19,116356,1,11,1
